two_theta,intensity,sample
88.05,348.25,lead_iv_oxide
88.1,448.95,lead_iv_oxide
88.15,356.33,lead_iv_oxide
88.2,220.19,lead_iv_oxide
88.25,191.11,lead_iv_oxide
88.3,125.2,lead_iv_oxide
88.35,90.75,lead_iv_oxide
88.4,91.78,lead_iv_oxide
88.45,85.59,lead_iv_oxide
88.5,49.43,lead_iv_oxide
88.55,44.44,lead_iv_oxide
88.6,69.3,lead_iv_oxide
88.65,98.46,lead_iv_oxide
88.7,75.95,lead_iv_oxide
88.75,136.57,lead_iv_oxide
88.8,291.07,lead_iv_oxide
88.85,630.5,lead_iv_oxide
88.9,534.27,lead_iv_oxide
88.95,304.75,lead_iv_oxide
89,163.52,lead_iv_oxide
89.05,105.69,lead_iv_oxide
89.1,55.68,lead_iv_oxide
89.15,74.65,lead_iv_oxide
89.2,42.71,lead_iv_oxide
89.25,-0.22,lead_iv_oxide
89.3,38.57,lead_iv_oxide
89.35,42.23,lead_iv_oxide
89.4,18.75,lead_iv_oxide
89.45,14.08,lead_iv_oxide
89.5,39.62,lead_iv_oxide
89.55,31.89,lead_iv_oxide
89.6,19.63,lead_iv_oxide
89.65,16.02,lead_iv_oxide
89.7,26.11,lead_iv_oxide
89.75,35.7,lead_iv_oxide
89.8,12.68,lead_iv_oxide
89.85,18.77,lead_iv_oxide
89.9,35.35,lead_iv_oxide
89.95,26.29,lead_iv_oxide
90,18.06,lead_iv_oxide
10,58.76,hydroxypyromorphite
10.05,55.88,hydroxypyromorphite
10.1,49.82,hydroxypyromorphite
10.15,67.15,hydroxypyromorphite
10.2,66,hydroxypyromorphite
10.25,48.91,hydroxypyromorphite
10.3,57.67,hydroxypyromorphite
10.35,57.82,hydroxypyromorphite
10.4,45.66,hydroxypyromorphite
10.45,73.06,hydroxypyromorphite
10.5,57.09,hydroxypyromorphite
10.55,42.82,hydroxypyromorphite
10.6,52.57,hydroxypyromorphite
10.65,44.76,hydroxypyromorphite
10.7,52.14,hydroxypyromorphite
10.75,51.04,hydroxypyromorphite
10.8,49.81,hydroxypyromorphite
10.85,43.23,hydroxypyromorphite
10.9,41.88,hydroxypyromorphite
10.95,55.38,hydroxypyromorphite
11,48.76,hydroxypyromorphite
11.05,48.22,hydroxypyromorphite
11.1,49.94,hydroxypyromorphite
11.15,41.74,hydroxypyromorphite
11.2,43.96,hydroxypyromorphite
11.25,49.62,hydroxypyromorphite
11.3,50.45,hydroxypyromorphite
11.35,57.28,hydroxypyromorphite
11.4,45.27,hydroxypyromorphite
11.45,44.68,hydroxypyromorphite
11.5,51.92,hydroxypyromorphite
11.55,46.79,hydroxypyromorphite
11.6,38.81,hydroxypyromorphite
11.65,52.89,hydroxypyromorphite
11.7,51.31,hydroxypyromorphite
11.75,43.88,hydroxypyromorphite
11.8,46.81,hydroxypyromorphite
11.85,39.66,hydroxypyromorphite
11.9,32.21,hydroxypyromorphite
11.95,45.5,hydroxypyromorphite
12,39.28,hydroxypyromorphite
12.05,46.7,hydroxypyromorphite
12.1,49.34,hydroxypyromorphite
12.15,47.79,hydroxypyromorphite
12.2,41.87,hydroxypyromorphite
12.25,38.03,hydroxypyromorphite
12.3,58.46,hydroxypyromorphite
12.35,33.08,hydroxypyromorphite
12.4,52,hydroxypyromorphite
12.45,43.09,hydroxypyromorphite
12.5,36.13,hydroxypyromorphite
12.55,47.16,hydroxypyromorphite
12.6,57.57,hydroxypyromorphite
12.65,45.48,hydroxypyromorphite
12.7,32.19,hydroxypyromorphite
12.75,42.02,hydroxypyromorphite
12.8,21.88,hydroxypyromorphite
12.85,48.58,hydroxypyromorphite
12.9,30.41,hydroxypyromorphite
12.95,33.71,hydroxypyromorphite
13,53.15,hydroxypyromorphite
13.05,43.71,hydroxypyromorphite
13.1,38.54,hydroxypyromorphite
13.15,38.57,hydroxypyromorphite
13.2,41.88,hydroxypyromorphite
13.25,40.83,hydroxypyromorphite
13.3,36.23,hydroxypyromorphite
13.35,46.85,hydroxypyromorphite
13.4,44.22,hydroxypyromorphite
13.45,32.67,hydroxypyromorphite
13.5,41.49,hydroxypyromorphite
13.55,43.57,hydroxypyromorphite
13.6,52.89,hydroxypyromorphite
13.65,43.12,hydroxypyromorphite
13.7,41.42,hydroxypyromorphite
13.75,34.49,hydroxypyromorphite
13.8,34.34,hydroxypyromorphite
13.85,41.12,hydroxypyromorphite
13.9,42.18,hydroxypyromorphite
13.95,41,hydroxypyromorphite
14,43.96,hydroxypyromorphite
14.05,38.74,hydroxypyromorphite
14.1,31.28,hydroxypyromorphite
14.15,39.82,hydroxypyromorphite
14.2,44.47,hydroxypyromorphite
14.25,35.22,hydroxypyromorphite
14.3,32.56,hydroxypyromorphite
14.35,39.47,hydroxypyromorphite
14.4,39.59,hydroxypyromorphite
14.45,37.86,hydroxypyromorphite
14.5,43.63,hydroxypyromorphite
14.55,26.17,hydroxypyromorphite
14.6,45.35,hydroxypyromorphite
14.65,29.83,hydroxypyromorphite
14.7,40.65,hydroxypyromorphite
14.75,33.27,hydroxypyromorphite
14.8,49.79,hydroxypyromorphite
14.85,34.23,hydroxypyromorphite
14.9,39.14,hydroxypyromorphite
14.95,33.01,hydroxypyromorphite
15,37.91,hydroxypyromorphite
15.05,43.04,hydroxypyromorphite
15.1,34.18,hydroxypyromorphite
15.15,35.8,hydroxypyromorphite
15.2,35.21,hydroxypyromorphite
15.25,47.66,hydroxypyromorphite
15.3,38.57,hydroxypyromorphite
15.35,47.32,hydroxypyromorphite
15.4,39.6,hydroxypyromorphite
15.45,29.44,hydroxypyromorphite
15.5,47.44,hydroxypyromorphite
15.55,33.43,hydroxypyromorphite
15.6,38.91,hydroxypyromorphite
15.65,29.73,hydroxypyromorphite
15.7,37.77,hydroxypyromorphite
15.75,49.66,hydroxypyromorphite
15.8,29.92,hydroxypyromorphite
15.85,44.87,hydroxypyromorphite
15.9,30.94,hydroxypyromorphite
15.95,37.42,hydroxypyromorphite
16,50.87,hydroxypyromorphite
16.05,33.88,hydroxypyromorphite
16.1,49.7,hydroxypyromorphite
16.15,30.78,hydroxypyromorphite
16.2,32.23,hydroxypyromorphite
16.25,42.42,hydroxypyromorphite
16.3,31.07,hydroxypyromorphite
16.35,42.05,hydroxypyromorphite
16.4,33.94,hydroxypyromorphite
16.45,26.49,hydroxypyromorphite
16.5,47.67,hydroxypyromorphite
16.55,34.33,hydroxypyromorphite
16.6,33.59,hydroxypyromorphite
16.65,51.15,hydroxypyromorphite
16.7,27.43,hydroxypyromorphite
16.75,43.85,hydroxypyromorphite
16.8,40.54,hydroxypyromorphite
16.85,36.5,hydroxypyromorphite
16.9,44.64,hydroxypyromorphite
16.95,26.53,hydroxypyromorphite
17,43.5,hydroxypyromorphite
17.05,47.2,hydroxypyromorphite
17.1,37.35,hydroxypyromorphite
17.15,46.25,hydroxypyromorphite
17.2,41.47,hydroxypyromorphite
17.25,41.74,hydroxypyromorphite
17.3,39.79,hydroxypyromorphite
17.35,42.52,hydroxypyromorphite
17.4,43.19,hydroxypyromorphite
17.45,52.19,hydroxypyromorphite
17.5,37.99,hydroxypyromorphite
17.55,51.79,hydroxypyromorphite
17.6,50.29,hydroxypyromorphite
17.65,64.97,hydroxypyromorphite
17.7,57.44,hydroxypyromorphite
17.75,73.97,hydroxypyromorphite
17.8,90.84,hydroxypyromorphite
17.85,92.57,hydroxypyromorphite
17.9,110.6,hydroxypyromorphite
17.95,107.08,hydroxypyromorphite
18,152.05,hydroxypyromorphite
18.05,127.59,hydroxypyromorphite
18.1,149.36,hydroxypyromorphite
18.15,96.8,hydroxypyromorphite
18.2,93.91,hydroxypyromorphite
18.25,114.26,hydroxypyromorphite
18.3,77.25,hydroxypyromorphite
18.35,70.95,hydroxypyromorphite
18.4,59.69,hydroxypyromorphite
18.45,85.06,hydroxypyromorphite
18.5,47.28,hydroxypyromorphite
18.55,58.63,hydroxypyromorphite
18.6,58.97,hydroxypyromorphite
18.65,77.04,hydroxypyromorphite
18.7,46.32,hydroxypyromorphite
18.75,42.92,hydroxypyromorphite
18.8,54.21,hydroxypyromorphite
18.85,46.82,hydroxypyromorphite
18.9,49.48,hydroxypyromorphite
18.95,38.55,hydroxypyromorphite
19,36.19,hydroxypyromorphite
19.05,59.64,hydroxypyromorphite
19.1,48.1,hydroxypyromorphite
19.15,40.24,hydroxypyromorphite
19.2,66.53,hydroxypyromorphite
19.25,51.52,hydroxypyromorphite
19.3,57.08,hydroxypyromorphite
19.35,38.71,hydroxypyromorphite
19.4,57.7,hydroxypyromorphite
19.45,42.33,hydroxypyromorphite
19.5,58.86,hydroxypyromorphite
19.55,51.56,hydroxypyromorphite
19.6,48.37,hydroxypyromorphite
19.65,58.85,hydroxypyromorphite
19.7,46.68,hydroxypyromorphite
19.75,61.71,hydroxypyromorphite
19.8,49.19,hydroxypyromorphite
19.85,57.51,hydroxypyromorphite
19.9,71.1,hydroxypyromorphite
19.95,55.25,hydroxypyromorphite
20,77.19,hydroxypyromorphite
20.05,66.01,hydroxypyromorphite
20.1,61.77,hydroxypyromorphite
20.15,96.78,hydroxypyromorphite
20.2,71.8,hydroxypyromorphite
20.25,128.27,hydroxypyromorphite
20.3,84.36,hydroxypyromorphite
20.35,120.54,hydroxypyromorphite
20.4,119.17,hydroxypyromorphite
20.45,165.34,hydroxypyromorphite
20.5,140.61,hydroxypyromorphite
20.55,260.41,hydroxypyromorphite
20.6,242.05,hydroxypyromorphite
20.65,273.86,hydroxypyromorphite
20.7,327.63,hydroxypyromorphite
20.75,347.52,hydroxypyromorphite
20.8,395.39,hydroxypyromorphite
20.85,418.53,hydroxypyromorphite
20.9,336.96,hydroxypyromorphite
20.95,360.19,hydroxypyromorphite
21,259.02,hydroxypyromorphite
21.05,270.09,hydroxypyromorphite
21.1,217.67,hydroxypyromorphite
21.15,195,hydroxypyromorphite
21.2,206.75,hydroxypyromorphite
21.25,228.41,hydroxypyromorphite
21.3,174.19,hydroxypyromorphite
21.35,217.78,hydroxypyromorphite
21.4,241.58,hydroxypyromorphite
21.45,293.34,hydroxypyromorphite
21.5,312.8,hydroxypyromorphite
21.55,391.39,hydroxypyromorphite
21.6,435.8,hydroxypyromorphite
21.65,508,hydroxypyromorphite
21.7,495.77,hydroxypyromorphite
21.75,444.94,hydroxypyromorphite
21.8,429.33,hydroxypyromorphite
21.85,316.09,hydroxypyromorphite
21.9,259.91,hydroxypyromorphite
21.95,215.24,hydroxypyromorphite
22,179.46,hydroxypyromorphite
22.05,105.86,hydroxypyromorphite
22.1,112.04,hydroxypyromorphite
22.15,97.75,hydroxypyromorphite
22.2,75.28,hydroxypyromorphite
22.25,97.76,hydroxypyromorphite
22.3,55.27,hydroxypyromorphite
22.35,72.2,hydroxypyromorphite
22.4,45.6,hydroxypyromorphite
22.45,75.17,hydroxypyromorphite
22.5,45.84,hydroxypyromorphite
22.55,51.81,hydroxypyromorphite
22.6,64.84,hydroxypyromorphite
22.65,61.38,hydroxypyromorphite
22.7,52.14,hydroxypyromorphite
22.75,48.66,hydroxypyromorphite
22.8,44.89,hydroxypyromorphite
22.85,53.87,hydroxypyromorphite
22.9,65,hydroxypyromorphite
22.95,44.26,hydroxypyromorphite
23,53.93,hydroxypyromorphite
23.05,55.06,hydroxypyromorphite
23.1,36.82,hydroxypyromorphite
23.15,38,hydroxypyromorphite
23.2,52.89,hydroxypyromorphite
23.25,46.09,hydroxypyromorphite
23.3,50.94,hydroxypyromorphite
23.35,42.33,hydroxypyromorphite
23.4,46.76,hydroxypyromorphite
23.45,55.52,hydroxypyromorphite
23.5,25.25,hydroxypyromorphite
23.55,71.87,hydroxypyromorphite
23.6,40.02,hydroxypyromorphite
23.65,50.8,hydroxypyromorphite
23.7,62,hydroxypyromorphite
23.75,54.1,hydroxypyromorphite
23.8,56.48,hydroxypyromorphite
23.85,99.2,hydroxypyromorphite
23.9,68.48,hydroxypyromorphite
23.95,92.52,hydroxypyromorphite
24,184.25,hydroxypyromorphite
24.05,158.48,hydroxypyromorphite
24.1,183.06,hydroxypyromorphite
24.15,180.27,hydroxypyromorphite
24.2,140.86,hydroxypyromorphite
24.25,113.85,hydroxypyromorphite
24.3,82.52,hydroxypyromorphite
24.35,76.66,hydroxypyromorphite
24.4,70.59,hydroxypyromorphite
24.45,46.78,hydroxypyromorphite
24.5,65.39,hydroxypyromorphite
24.55,49.4,hydroxypyromorphite
24.6,61.85,hydroxypyromorphite
24.65,60.6,hydroxypyromorphite
24.7,56.63,hydroxypyromorphite
24.75,47.41,hydroxypyromorphite
24.8,67.66,hydroxypyromorphite
24.85,38.56,hydroxypyromorphite
24.9,44.84,hydroxypyromorphite
24.95,56.96,hydroxypyromorphite
25,47.28,hydroxypyromorphite
25.05,64.61,hydroxypyromorphite
25.1,48.93,hydroxypyromorphite
25.15,56.91,hydroxypyromorphite
25.2,44.82,hydroxypyromorphite
25.25,57.54,hydroxypyromorphite
25.3,60.15,hydroxypyromorphite
25.35,68.38,hydroxypyromorphite
25.4,45.8,hydroxypyromorphite
25.45,58.47,hydroxypyromorphite
25.5,58.72,hydroxypyromorphite
25.55,57.82,hydroxypyromorphite
25.6,60.13,hydroxypyromorphite
25.65,56.37,hydroxypyromorphite
25.7,66.48,hydroxypyromorphite
25.75,63.17,hydroxypyromorphite
25.8,69.92,hydroxypyromorphite
25.85,88.85,hydroxypyromorphite
25.9,88.66,hydroxypyromorphite
25.95,144.83,hydroxypyromorphite
26,145.77,hydroxypyromorphite
26.05,195.65,hydroxypyromorphite
26.1,281.9,hydroxypyromorphite
26.15,353.94,hydroxypyromorphite
26.2,438.46,hydroxypyromorphite
26.25,532.66,hydroxypyromorphite
26.3,509.29,hydroxypyromorphite
26.35,511.38,hydroxypyromorphite
26.4,390.49,hydroxypyromorphite
26.45,302.06,hydroxypyromorphite
26.5,205.41,hydroxypyromorphite
26.55,192.26,hydroxypyromorphite
26.6,121.52,hydroxypyromorphite
26.65,107.1,hydroxypyromorphite
26.7,92.54,hydroxypyromorphite
26.75,86.23,hydroxypyromorphite
26.8,111.03,hydroxypyromorphite
26.85,91.42,hydroxypyromorphite
26.9,83.86,hydroxypyromorphite
26.95,97.04,hydroxypyromorphite
27,90.83,hydroxypyromorphite
27.05,95.56,hydroxypyromorphite
27.1,95.08,hydroxypyromorphite
27.15,142.36,hydroxypyromorphite
27.2,136.25,hydroxypyromorphite
27.25,159.4,hydroxypyromorphite
27.3,161.7,hydroxypyromorphite
27.35,204.48,hydroxypyromorphite
27.4,229.61,hydroxypyromorphite
27.45,279.85,hydroxypyromorphite
27.5,346.13,hydroxypyromorphite
27.55,352.15,hydroxypyromorphite
27.6,423.99,hydroxypyromorphite
27.65,432.06,hydroxypyromorphite
27.7,418.94,hydroxypyromorphite
27.75,425.6,hydroxypyromorphite
27.8,327.11,hydroxypyromorphite
27.85,233.73,hydroxypyromorphite
27.9,246.3,hydroxypyromorphite
27.95,212.7,hydroxypyromorphite
28,150.84,hydroxypyromorphite
28.05,163.67,hydroxypyromorphite
28.1,113.73,hydroxypyromorphite
28.15,137.79,hydroxypyromorphite
28.2,87.96,hydroxypyromorphite
28.25,121.38,hydroxypyromorphite
28.3,68.8,hydroxypyromorphite
28.35,93.82,hydroxypyromorphite
28.4,97.68,hydroxypyromorphite
28.45,43.94,hydroxypyromorphite
28.5,64.56,hydroxypyromorphite
28.55,94.34,hydroxypyromorphite
28.6,69.62,hydroxypyromorphite
28.65,83.33,hydroxypyromorphite
28.7,51.86,hydroxypyromorphite
28.75,78.14,hydroxypyromorphite
28.8,80.59,hydroxypyromorphite
28.85,55.73,hydroxypyromorphite
28.9,77.51,hydroxypyromorphite
28.95,84.96,hydroxypyromorphite
29,84.61,hydroxypyromorphite
29.05,102.93,hydroxypyromorphite
29.1,85.7,hydroxypyromorphite
29.15,125.25,hydroxypyromorphite
29.2,89.07,hydroxypyromorphite
29.25,82.76,hydroxypyromorphite
29.3,105.44,hydroxypyromorphite
29.35,105.58,hydroxypyromorphite
29.4,116.91,hydroxypyromorphite
29.45,124.69,hydroxypyromorphite
29.5,131.68,hydroxypyromorphite
29.55,134.77,hydroxypyromorphite
29.6,183.14,hydroxypyromorphite
29.65,201.05,hydroxypyromorphite
29.7,248.73,hydroxypyromorphite
29.75,311.13,hydroxypyromorphite
29.8,400.87,hydroxypyromorphite
29.85,453.42,hydroxypyromorphite
29.9,567.8,hydroxypyromorphite
29.95,760.45,hydroxypyromorphite
30,930.04,hydroxypyromorphite
30.05,1219.97,hydroxypyromorphite
30.1,1586.47,hydroxypyromorphite
30.15,1810.76,hydroxypyromorphite
30.2,1896.35,hydroxypyromorphite
30.25,1907.25,hydroxypyromorphite
30.3,1709.06,hydroxypyromorphite
30.35,1341.7,hydroxypyromorphite
30.4,1071.76,hydroxypyromorphite
30.45,836.93,hydroxypyromorphite
30.5,698.23,hydroxypyromorphite
30.55,469.73,hydroxypyromorphite
30.6,438.58,hydroxypyromorphite
30.65,314.98,hydroxypyromorphite
30.7,198.21,hydroxypyromorphite
30.75,229.07,hydroxypyromorphite
30.8,226.13,hydroxypyromorphite
30.85,225.93,hydroxypyromorphite
30.9,143.83,hydroxypyromorphite
30.95,197.48,hydroxypyromorphite
31,220.81,hydroxypyromorphite
31.05,205.51,hydroxypyromorphite
31.1,276.2,hydroxypyromorphite
31.15,285.27,hydroxypyromorphite
31.2,281.06,hydroxypyromorphite
31.25,369.31,hydroxypyromorphite
31.3,428.38,hydroxypyromorphite
31.35,449.23,hydroxypyromorphite
31.4,476.55,hydroxypyromorphite
31.45,516.04,hydroxypyromorphite
31.5,432.84,hydroxypyromorphite
31.55,402.12,hydroxypyromorphite
31.6,329.67,hydroxypyromorphite
31.65,290.1,hydroxypyromorphite
31.7,241.36,hydroxypyromorphite
31.75,225.32,hydroxypyromorphite
31.8,138.14,hydroxypyromorphite
31.85,124.82,hydroxypyromorphite
31.9,155.38,hydroxypyromorphite
31.95,133.21,hydroxypyromorphite
32,95.04,hydroxypyromorphite
32.05,111.12,hydroxypyromorphite
32.1,67.16,hydroxypyromorphite
32.15,63.94,hydroxypyromorphite
32.2,79.95,hydroxypyromorphite
32.25,39.77,hydroxypyromorphite
32.3,55.56,hydroxypyromorphite
32.35,55.71,hydroxypyromorphite
32.4,52.43,hydroxypyromorphite
32.45,31.03,hydroxypyromorphite
32.5,34.3,hydroxypyromorphite
32.55,42.87,hydroxypyromorphite
32.6,43.12,hydroxypyromorphite
32.65,36.16,hydroxypyromorphite
32.7,36.4,hydroxypyromorphite
32.75,37.73,hydroxypyromorphite
32.8,39.4,hydroxypyromorphite
32.85,32.63,hydroxypyromorphite
32.9,45.3,hydroxypyromorphite
32.95,34.34,hydroxypyromorphite
33,39.9,hydroxypyromorphite
33.05,19.75,hydroxypyromorphite
33.1,29.38,hydroxypyromorphite
33.15,34.8,hydroxypyromorphite
33.2,34.43,hydroxypyromorphite
33.25,21.56,hydroxypyromorphite
33.3,31.91,hydroxypyromorphite
33.35,40.76,hydroxypyromorphite
33.4,27.53,hydroxypyromorphite
33.45,39.55,hydroxypyromorphite
33.5,24.36,hydroxypyromorphite
33.55,33.49,hydroxypyromorphite
33.6,40.55,hydroxypyromorphite
33.65,27.05,hydroxypyromorphite
33.7,30.62,hydroxypyromorphite
33.75,27.05,hydroxypyromorphite
33.8,48.29,hydroxypyromorphite
33.85,38.29,hydroxypyromorphite
33.9,21.89,hydroxypyromorphite
33.95,36.17,hydroxypyromorphite
34,32.18,hydroxypyromorphite
34.05,41.37,hydroxypyromorphite
34.1,31.51,hydroxypyromorphite
34.15,15.47,hydroxypyromorphite
34.2,30.6,hydroxypyromorphite
34.25,39.57,hydroxypyromorphite
34.3,23.44,hydroxypyromorphite
34.35,23.26,hydroxypyromorphite
34.4,23.56,hydroxypyromorphite
34.45,19.59,hydroxypyromorphite
34.5,25.02,hydroxypyromorphite
34.55,27.84,hydroxypyromorphite
34.6,30.31,hydroxypyromorphite
34.65,26.87,hydroxypyromorphite
34.7,20.34,hydroxypyromorphite
34.75,14.57,hydroxypyromorphite
34.8,32.93,hydroxypyromorphite
34.85,29.89,hydroxypyromorphite
34.9,19.88,hydroxypyromorphite
34.95,15.37,hydroxypyromorphite
35,30.99,hydroxypyromorphite
35.05,31.91,hydroxypyromorphite
35.1,17.41,hydroxypyromorphite
35.15,11.77,hydroxypyromorphite
35.2,32.41,hydroxypyromorphite
35.25,33.33,hydroxypyromorphite
35.3,17.66,hydroxypyromorphite
35.35,24.07,hydroxypyromorphite
35.4,26.89,hydroxypyromorphite
35.45,24.89,hydroxypyromorphite
35.5,13.93,hydroxypyromorphite
35.55,26.96,hydroxypyromorphite
35.6,25.2,hydroxypyromorphite
35.65,19.85,hydroxypyromorphite
35.7,20.16,hydroxypyromorphite
35.75,40.41,hydroxypyromorphite
35.8,29.23,hydroxypyromorphite
35.85,22.63,hydroxypyromorphite
35.9,24.11,hydroxypyromorphite
35.95,23.83,hydroxypyromorphite
36,31.21,hydroxypyromorphite
36.05,28.64,hydroxypyromorphite
36.1,18.65,hydroxypyromorphite
36.15,25.69,hydroxypyromorphite
36.2,26.46,hydroxypyromorphite
36.25,51.27,hydroxypyromorphite
36.3,33.78,hydroxypyromorphite
36.35,24.24,hydroxypyromorphite
36.4,31.84,hydroxypyromorphite
36.45,42.49,hydroxypyromorphite
36.5,36.21,hydroxypyromorphite
36.55,40.91,hydroxypyromorphite
36.6,39.38,hydroxypyromorphite
36.65,33.37,hydroxypyromorphite
36.7,29.52,hydroxypyromorphite
36.75,40.55,hydroxypyromorphite
36.8,22.51,hydroxypyromorphite
36.85,27.73,hydroxypyromorphite
36.9,42.67,hydroxypyromorphite
36.95,38.24,hydroxypyromorphite
37,26.61,hydroxypyromorphite
37.05,22.43,hydroxypyromorphite
37.1,34.12,hydroxypyromorphite
37.15,42.35,hydroxypyromorphite
37.2,27.36,hydroxypyromorphite
37.25,19.38,hydroxypyromorphite
37.3,28.92,hydroxypyromorphite
37.35,29.16,hydroxypyromorphite
37.4,23.61,hydroxypyromorphite
37.45,10.8,hydroxypyromorphite
37.5,32.12,hydroxypyromorphite
37.55,27.16,hydroxypyromorphite
37.6,17.19,hydroxypyromorphite
37.65,19.04,hydroxypyromorphite
37.7,26.76,hydroxypyromorphite
37.75,34.52,hydroxypyromorphite
37.8,39.44,hydroxypyromorphite
37.85,26.45,hydroxypyromorphite
37.9,33.61,hydroxypyromorphite
37.95,35.6,hydroxypyromorphite
38,38.07,hydroxypyromorphite
38.05,29.98,hydroxypyromorphite
38.1,25.08,hydroxypyromorphite
38.15,35.21,hydroxypyromorphite
38.2,36.27,hydroxypyromorphite
38.25,35.29,hydroxypyromorphite
38.3,28.75,hydroxypyromorphite
38.35,35.45,hydroxypyromorphite
38.4,19.46,hydroxypyromorphite
38.45,19.69,hydroxypyromorphite
38.5,28.54,hydroxypyromorphite
38.55,24.28,hydroxypyromorphite
38.6,33,hydroxypyromorphite
38.65,32.83,hydroxypyromorphite
38.7,35.53,hydroxypyromorphite
38.75,29.48,hydroxypyromorphite
38.8,27.27,hydroxypyromorphite
38.85,17.32,hydroxypyromorphite
38.9,21.68,hydroxypyromorphite
38.95,26.61,hydroxypyromorphite
39,34.42,hydroxypyromorphite
39.05,25.77,hydroxypyromorphite
39.1,32.92,hydroxypyromorphite
39.15,36.1,hydroxypyromorphite
39.2,29.54,hydroxypyromorphite
39.25,17.92,hydroxypyromorphite
39.3,40.36,hydroxypyromorphite
39.35,42.06,hydroxypyromorphite
39.4,41.85,hydroxypyromorphite
39.45,48.67,hydroxypyromorphite
39.5,37.68,hydroxypyromorphite
39.55,28.36,hydroxypyromorphite
39.6,44.85,hydroxypyromorphite
39.65,40.59,hydroxypyromorphite
39.7,34.53,hydroxypyromorphite
39.75,53.38,hydroxypyromorphite
39.8,72.35,hydroxypyromorphite
39.85,64.93,hydroxypyromorphite
39.9,69.06,hydroxypyromorphite
39.95,103.26,hydroxypyromorphite
40,92.18,hydroxypyromorphite
40.05,67.14,hydroxypyromorphite
40.1,73.81,hydroxypyromorphite
40.15,57.52,hydroxypyromorphite
40.2,59.05,hydroxypyromorphite
40.25,66.89,hydroxypyromorphite
40.3,68.63,hydroxypyromorphite
40.35,56.71,hydroxypyromorphite
40.4,49.61,hydroxypyromorphite
40.45,50.44,hydroxypyromorphite
40.5,49.35,hydroxypyromorphite
40.55,52.22,hydroxypyromorphite
40.6,62.71,hydroxypyromorphite
40.65,92.34,hydroxypyromorphite
40.7,87.08,hydroxypyromorphite
40.75,135.18,hydroxypyromorphite
40.8,123.47,hydroxypyromorphite
40.85,169.33,hydroxypyromorphite
40.9,204.8,hydroxypyromorphite
40.95,161.22,hydroxypyromorphite
41,177.9,hydroxypyromorphite
41.05,122.04,hydroxypyromorphite
41.1,85.31,hydroxypyromorphite
41.15,103.06,hydroxypyromorphite
41.2,85.58,hydroxypyromorphite
41.25,38.24,hydroxypyromorphite
41.3,41.47,hydroxypyromorphite
41.35,56.8,hydroxypyromorphite
41.4,47.16,hydroxypyromorphite
41.45,23.78,hydroxypyromorphite
41.5,43.3,hydroxypyromorphite
41.55,68.8,hydroxypyromorphite
41.6,59.31,hydroxypyromorphite
41.65,33.2,hydroxypyromorphite
41.7,33.8,hydroxypyromorphite
41.75,57.46,hydroxypyromorphite
41.8,43.08,hydroxypyromorphite
41.85,44.24,hydroxypyromorphite
41.9,61.99,hydroxypyromorphite
41.95,51.57,hydroxypyromorphite
42,45.46,hydroxypyromorphite
42.05,44.73,hydroxypyromorphite
42.1,95.32,hydroxypyromorphite
42.15,73.16,hydroxypyromorphite
42.2,66.67,hydroxypyromorphite
42.25,76.17,hydroxypyromorphite
42.3,111.98,hydroxypyromorphite
42.35,78.37,hydroxypyromorphite
42.4,67.76,hydroxypyromorphite
42.45,82.2,hydroxypyromorphite
42.5,83.97,hydroxypyromorphite
42.55,59.69,hydroxypyromorphite
42.6,59.53,hydroxypyromorphite
42.65,38.85,hydroxypyromorphite
42.7,54.33,hydroxypyromorphite
42.75,49.23,hydroxypyromorphite
42.8,53.72,hydroxypyromorphite
42.85,56.29,hydroxypyromorphite
42.9,44.92,hydroxypyromorphite
42.95,37.35,hydroxypyromorphite
43,40.87,hydroxypyromorphite
43.05,44.3,hydroxypyromorphite
43.1,58.67,hydroxypyromorphite
43.15,47.84,hydroxypyromorphite
43.2,49.47,hydroxypyromorphite
43.25,48.3,hydroxypyromorphite
43.3,49.89,hydroxypyromorphite
43.35,55.18,hydroxypyromorphite
43.4,65.67,hydroxypyromorphite
43.45,68.32,hydroxypyromorphite
43.5,46.4,hydroxypyromorphite
43.55,62.01,hydroxypyromorphite
43.6,85.53,hydroxypyromorphite
43.65,94.05,hydroxypyromorphite
43.7,80.61,hydroxypyromorphite
43.75,105.13,hydroxypyromorphite
43.8,133.34,hydroxypyromorphite
43.85,173.43,hydroxypyromorphite
43.9,206.97,hydroxypyromorphite
43.95,292.34,hydroxypyromorphite
44,309.66,hydroxypyromorphite
44.05,287.66,hydroxypyromorphite
44.1,305.85,hydroxypyromorphite
44.15,354.89,hydroxypyromorphite
44.2,365.06,hydroxypyromorphite
44.25,298.57,hydroxypyromorphite
44.3,239.45,hydroxypyromorphite
44.35,196.27,hydroxypyromorphite
44.4,185.72,hydroxypyromorphite
44.45,155.03,hydroxypyromorphite
44.5,123.64,hydroxypyromorphite
44.55,129.78,hydroxypyromorphite
44.6,91.31,hydroxypyromorphite
44.65,86.99,hydroxypyromorphite
44.7,79.26,hydroxypyromorphite
44.75,82.05,hydroxypyromorphite
44.8,87.59,hydroxypyromorphite
44.85,72.84,hydroxypyromorphite
44.9,83.36,hydroxypyromorphite
44.95,72.79,hydroxypyromorphite
45,95.47,hydroxypyromorphite
45.05,92.49,hydroxypyromorphite
